👨🏾‍🌾	градинар, кожа от тип 5, производител, селскостопански работник, фермер, фермер: кожа от тип 5
👨🏿‍🌾	градинар, кожа от тип 6, производител, селскостопански работник, фермер, фермер: кожа от тип 6
👩🏻‍🌾	градинарка, кожа от тип 1, 2, производителка, селско стопанство, фермерка, фермерка: кожа от тип 1, 2
👩🏼‍🌾	градинарка, кожа от тип 3, производителка, селско стопанство, фермерка, фермерка: кожа от тип 3
👩🏽‍🌾	градинарка, кожа от тип 4, производителка, селско стопанство, фермерка, фермерка: кожа от тип 4
👩🏾‍🌾	градинарка, кожа от тип 5, производителка, селско стопанство, фермерка, фермерка: кожа от тип 5
👩🏿‍🌾	градинарка, кожа от тип 6, производителка, селско стопанство, фермерка, фермерка: кожа от тип 6
👨🏻‍🍳	готвач, готвач: кожа от тип 1, 2, готвещ мъж, кожа от тип 1, 2
👨🏼‍🍳	готвач, готвач: кожа от тип 3, готвещ мъж, кожа от тип 3
👨🏽‍🍳	готвач, готвач: кожа от тип 4, готвещ мъж, кожа от тип 4
👨🏾‍🍳	готвач, готвач: кожа от тип 5, готвещ мъж, кожа от тип 5
👨🏿‍🍳	готвач, готвач: кожа от тип 6, готвещ мъж, кожа от тип 6
👩🏻‍🍳	готвачка, готвачка: кожа от тип 1, 2, готвеща жена, кожа от тип 1, 2
👩🏼‍🍳	готвачка, готвачка: кожа от тип 3, готвеща жена, кожа от тип 3
👩🏽‍🍳	готвачка, готвачка: кожа от тип 4, готвеща жена, кожа от тип 4
👩🏾‍🍳	готвачка, готвачка: кожа от тип 5, готвеща жена, кожа от тип 5
👩🏿‍🍳	готвачка, готвачка: кожа от тип 6, готвеща жена, кожа от тип 6
👨🏻‍🔧	кожа от тип 1, 2, майстор, механик, механик: кожа от тип 1, 2, специалист, техник
👨🏼‍🔧	кожа от тип 3, майстор, механик, механик: кожа от тип 3, специалист, техник
👨🏽‍🔧	кожа от тип 4, майстор, механик, механик: кожа от тип 4, специалист, техник
👨🏾‍🔧	кожа от тип 5, майстор, механик, механик: кожа от тип 5, специалист, техник
👨🏿‍🔧	кожа от тип 6, майстор, механик, механик: кожа от тип 6, специалист, техник
👩🏻‍🔧	жена механик, жена механик: кожа от тип 1, 2, кожа от тип 1, 2, майсторка, специалистка, техник
👩🏼‍🔧	жена механик, жена механик: кожа от тип 3, кожа от тип 3, майсторка, специалистка, техник
👩🏽‍🔧	жена механик, жена механик: кожа от тип 4, кожа от тип 4, майсторка, специалистка, техник
👩🏾‍🔧	жена механик, жена механик: кожа от тип 5, кожа от тип 5, майсторка, специалистка, техник
👩🏿‍🔧	жена механик, жена механик: кожа от тип 6, кожа от тип 6, майсторка, специалистка, техник
👨🏻‍🏭	кожа от тип 1, 2, мъж, производство, работник в завод, работник в завод: кожа от тип 1, 2, фабрика
👨🏼‍🏭	кожа от тип 3, мъж, производство, работник в завод, работник в завод: кожа от тип 3, фабрика
👨🏽‍🏭	кожа от тип 4, мъж, производство, работник в завод, работник в завод: кожа от тип 4, фабрика
👨🏾‍🏭	кожа от тип 5, мъж, производство, работник в завод, работник в завод: кожа от тип 5, фабрика
👨🏿‍🏭	кожа от тип 6, мъж, производство, работник в завод, работник в завод: кожа от тип 6, фабрика
👩🏻‍🏭	жена, кожа от тип 1, 2, производство, работничка в завод, работничка в завод: кожа от тип 1, 2, фабрика
👩🏼‍🏭	жена, кожа от тип 3, производство, работничка в завод, работничка в завод: кожа от тип 3, фабрика
👩🏽‍🏭	жена, кожа от тип 4, производство, работничка в завод, работничка в завод: кожа от тип 4, фабрика
👩🏾‍🏭	жена, кожа от тип 5, производство, работничка в завод, работничка в завод: кожа от тип 5, фабрика
👩🏿‍🏭	жена, кожа от тип 6, производство, работничка в завод, работничка в завод: кожа от тип 6, фабрика
👨🏻‍💼	бизнес, кожа от тип 1, 2, костюм, мениджър, служител в офис, служител в офис: кожа от тип 1, 2
👨🏼‍💼	бизнес, кожа от тип 3, костюм, мениджър, служител в офис, служител в офис: кожа от тип 3
👨🏽‍💼	бизнес, кожа от тип 4, костюм, мениджър, служител в офис, служител в офис: кожа от тип 4
👨🏾‍💼	бизнес, кожа от тип 5, костюм, мениджър, служител в офис, служител в офис: кожа от тип 5
👨🏿‍💼	бизнес, кожа от тип 6, костюм, мениджър, служител в офис, служител в офис: кожа от тип 6
👩🏻‍💼	бизнес, жена мениджър, кожа от тип 1, 2, костюм, служителка в офис, служителка в офис: кожа от тип 1, 2
👩🏼‍💼	бизнес, жена мениджър, кожа от тип 3, костюм, служителка в офис, служителка в офис: кожа от тип 3
👩🏽‍💼	бизнес, жена мениджър, кожа от тип 4, костюм, служителка в офис, служителка в офис: кожа от тип 4
👩🏾‍💼	бизнес, жена мениджър, кожа от тип 5, костюм, служителка в офис, служителка в офис: кожа от тип 5
👩🏿‍💼	бизнес, жена мениджър, кожа от тип 6, костюм, служителка в офис, служителка в офис: кожа от тип 6
👨🏻‍🔬	биолог, инженер, кожа от тип 1, 2, математик, научен работник, учен, учен: кожа от тип 1, 2
👨🏼‍🔬	биолог, инженер, кожа от тип 3, математик, научен работник, учен, учен: кожа от тип 3
👨🏽‍🔬	биолог, инженер, кожа от тип 4, математик, научен работник, учен, учен: кожа от тип 4
👨🏾‍🔬	биолог, инженер, кожа от тип 5, математик, научен работник, учен, учен: кожа от тип 5
👨🏿‍🔬	биолог, инженер, кожа от тип 6, математик, научен работник, учен, учен: кожа от тип 6
👩🏻‍🔬	биолог, жена учен, жена учен: кожа от тип 1, 2, инженер, кожа от тип 1, 2, математичка, научна работничка
👩🏼‍🔬	биолог, жена учен, жена учен: кожа от тип 3, инженер, кожа от тип 3, математичка, научна работничка
👩🏽‍🔬	биолог, жена учен, жена учен: кожа от тип 4, инженер, кожа от тип 4, математичка, научна работничка
👩🏾‍🔬	биолог, жена учен, жена учен: кожа от тип 5, инженер, кожа от тип 5, математичка, научна работничка
👩🏿‍🔬	биолог, жена учен, жена учен: кожа от тип 6, инженер, кожа от тип 6, математичка, научна работничка
👨🏻‍💻	кожа от тип 1, 2, компютърен специалист, мъж в сферата на технологиите, мъж в сферата на технологиите: кожа от тип 1, 2, програмист, софтуер, технологии
👨🏼‍💻	кожа от тип 3, компютърен специалист, мъж в сферата на технологиите, мъж в сферата на технологиите: кожа от тип 3, програмист, софтуер, технологии
👨🏽‍💻	кожа от тип 4, компютърен специалист, мъж в сферата на технологиите, мъж в сферата на технологиите: кожа от тип 4, програмист, софтуер, технологии
👨🏾‍💻	кожа от тип 5, компютърен специалист, мъж в сферата на технологиите, мъж в сферата на технологиите: кожа от тип 5, програмист, софтуер, технологии
👨🏿‍💻	кожа от тип 6, компютърен специалист, мъж в сферата на технологиите, мъж в сферата на технологиите: кожа от тип 6, програмист, софтуер, технологии
👩🏻‍💻	жена в сферата на технологиите, жена в сферата на технологиите: кожа от тип 1, 2, кожа от тип 1, 2, компютърен специалист жена, програмист, софтуер, технологии
👩🏼‍💻	жена в сферата на технологиите, жена в сферата на технологиите: кожа от тип 3, кожа от тип 3, компютърен специалист жена, програмист, софтуер, технологии
👩🏽‍💻	жена в сферата на технологиите, жена в сферата на технологиите: кожа от тип 4, кожа от тип 4, компютърен специалист жена, програмист, софтуер, технологии
👩🏾‍💻	жена в сферата на технологиите, жена в сферата на технологиите: кожа от тип 5, кожа от тип 5, компютърен специалист жена, програмист, софтуер, технологии
👩🏿‍💻	жена в сферата на технологиите, жена в сферата на технологиите: кожа от тип 6, кожа от тип 6, компютърен специалист жена, програмист, софтуер, технологии
👨🏻‍🎤	артист, кожа от тип 1, 2, музика, музикален изпълнител, певец, певец: кожа от тип 1, 2, творец
👨🏼‍🎤	артист, кожа от тип 3, музика, музикален изпълнител, певец, певец: кожа от тип 3, творец
👨🏽‍🎤	артист, кожа от тип 4, музика, музикален изпълнител, певец, певец: кожа от тип 4, творец
👨🏾‍🎤	артист, кожа от тип 5, музика, музикален изпълнител, певец, певец: кожа от тип 5, творец
👨🏿‍🎤	артист, кожа от тип 6, музика, музикален изпълнител, певец, певец: кожа от тип 6, творец
👩🏻‍🎤	артист, кожа от тип 1, 2, музика, музикална изпълнителка, певица, певица: кожа от тип 1, 2, творец
👩🏼‍🎤	артист, кожа от тип 3, музика, музикална изпълнителка, певица, певица: кожа от тип 3, творец
👩🏽‍🎤	артист, кожа от тип 4, музика, музикална изпълнителка, певица, певица: кожа от тип 4, творец
👩🏾‍🎤	артист, кожа от тип 5, музика, музикална изпълнителка, певица, певица: кожа от тип 5, творец
👩🏿‍🎤	артист, кожа от тип 6, музика, музикална изпълнителка, певица, певица: кожа от тип 6, творец
👨🏻‍🎨	кожа от тип 1, 2, палитра, рисуване, творец, художник, художник: кожа от тип 1, 2
👨🏼‍🎨	кожа от тип 3, палитра, рисуване, творец, художник, художник: кожа от тип 3
👨🏽‍🎨	кожа от тип 4, палитра, рисуване, творец, художник, художник: кожа от тип 4
👨🏾‍🎨	кожа от тип 5, палитра, рисуване, творец, художник, художник: кожа от тип 5
👨🏿‍🎨	кожа от тип 6, палитра, рисуване, творец, художник, художник: кожа от тип 6
👩🏻‍🎨	жена творец, кожа от тип 1, 2, палитра, рисуване, художничка, художничка: кожа от тип 1, 2
👩🏼‍🎨	жена творец, кожа от тип 3, палитра, рисуване, художничка, художничка: кожа от тип 3
👩🏽‍🎨	жена творец, кожа от тип 4, палитра, рисуване, художничка, художничка: кожа от тип 4
👩🏾‍🎨	жена творец, кожа от тип 5, палитра, рисуване, художничка, художничка: кожа от тип 5
👩🏿‍🎨	жена творец, кожа от тип 6, палитра, рисуване, художничка, художничка: кожа от тип 6
👨🏻‍✈	кожа от тип 1, 2, летец, пилот, пилот: кожа от тип 1, 2, полет, самолет
👨🏼‍✈	кожа от тип 3, летец, пилот, пилот: кожа от тип 3, полет, самолет
👨🏽‍✈	кожа от тип 4, летец, пилот, пилот: кожа от тип 4, полет, самолет
👨🏾‍✈	кожа от тип 5, летец, пилот, пилот: кожа от тип 5, полет, самолет
